,level,timestamp,lat,lon,boat_id,degree,ppm
1163,17.54,2022-07-29 14:06:00-07:00,32.915187,-117.100154,1.0,27.81,1064.92
1164,17.51,2022-07-29 14:06:02-07:00,32.915197,-117.100158,1.0,27.81,1069.68
1165,17.39,2022-07-29 14:06:02-07:00,32.915197,-117.100158,1.0,27.81,1061.44
1166,17.9,2022-07-29 14:06:08-07:00,32.915224,-117.100169,1.0,27.81,1067.45
1167,17.79,2022-07-29 14:06:12-07:00,32.915243,-117.100176,1.0,27.81,1060.18
1168,17.37,2022-07-29 14:06:12-07:00,32.915243,-117.100176,1.0,27.81,999.68
1169,17.2,2022-07-29 14:06:16-07:00,32.915261,-117.100184,1.0,27.75,1061.44
1170,17.83,2022-07-29 14:06:16-07:00,32.915261,-117.100184,1.0,27.69,1062.7
1171,17.53,2022-07-29 14:06:20-07:00,32.91528,-117.100189,1.0,27.81,1060.18
1172,18.0,2022-07-29 14:06:20-07:00,32.91528,-117.100189,1.0,27.75,1069.68
1173,17.24,2022-07-29 14:06:20-07:00,32.91528,-117.100189,1.0,27.81,1055.45
1174,17.42,2022-07-29 14:06:26-07:00,32.915309,-117.1002,1.0,27.81,1069.68
1175,17.15,2022-07-29 14:06:28-07:00,32.91532,-117.100203,1.0,27.81,1060.18
1176,17.86,2022-07-29 14:06:30-07:00,32.915331,-117.100205,1.0,27.75,1062.7
1177,17.87,2022-07-29 14:06:32-07:00,32.915343,-117.100206,1.0,27.69,1056.71
1178,17.53,2022-07-29 14:06:34-07:00,32.915355,-117.100207,1.0,27.75,1066.19
1179,17.42,2022-07-29 14:06:36-07:00,32.915366,-117.100208,1.0,27.63,1061.44
1180,17.37,2022-07-29 14:06:38-07:00,32.915377,-117.100209,1.0,27.81,1061.44
1181,17.81,2022-07-29 14:06:38-07:00,32.915377,-117.100209,1.0,27.81,1011.25
1182,17.5,2022-07-29 14:06:44-07:00,32.915412,-117.100213,1.0,27.81,1056.71
1183,17.54,2022-07-29 14:06:44-07:00,32.915412,-117.100213,1.0,27.81,1069.68
1184,17.91,2022-07-29 14:06:48-07:00,32.915433,-117.100218,1.0,27.69,1050.74
1185,17.69,2022-07-29 14:06:48-07:00,32.915433,-117.100218,1.0,27.69,1069.68
1186,17.46,2022-07-29 14:06:52-07:00,32.915455,-117.100221,1.0,27.81,1069.68
1187,17.63,2022-07-29 14:06:52-07:00,32.915455,-117.100221,1.0,27.69,1060.18
1188,17.48,2022-07-29 14:06:56-07:00,32.915476,-117.100223,1.0,27.81,1060.18
1189,17.46,2022-07-29 14:06:56-07:00,32.915476,-117.100223,1.0,27.81,1069.68
1190,17.39,2022-07-29 14:06:56-07:00,32.915476,-117.100223,1.0,27.81,1069.68
1191,17.49,2022-07-29 14:07:02-07:00,32.915489,-117.100214,1.0,27.81,1069.68
1192,17.57,2022-07-29 14:07:04-07:00,32.915485,-117.100211,1.0,27.69,1064.92
1193,17.34,2022-07-29 14:07:06-07:00,32.915485,-117.100209,1.0,27.81,1064.92
1194,17.65,2022-07-29 14:07:08-07:00,32.915485,-117.100209,1.0,27.81,1057.96
1195,17.15,2022-07-29 14:07:10-07:00,32.915484,-117.100206,1.0,27.81,1060.18
1196,17.1,2022-07-29 14:07:12-07:00,32.915486,-117.100203,1.0,27.81,1064.92
1197,17.24,2022-07-29 14:07:14-07:00,32.915487,-117.100199,1.0,27.81,1060.18
1198,16.88,2022-07-29 14:07:20-07:00,32.915491,-117.100192,1.0,27.81,1064.92
1199,17.3,2022-07-29 14:07:20-07:00,32.915491,-117.100192,1.0,27.81,1011.25
1200,16.9,2022-07-29 14:07:24-07:00,32.915495,-117.100183,1.0,27.81,1069.68
1201,17.37,2022-07-29 14:07:24-07:00,32.915495,-117.100183,1.0,27.81,1011.25
1202,17.01,2022-07-29 14:07:28-07:00,32.915498,-117.100176,1.0,27.75,1069.68
1203,16.78,2022-07-29 14:07:28-07:00,32.915498,-117.100176,1.0,27.81,1055.45
1204,16.82,2022-07-29 14:07:32-07:00,32.915504,-117.100169,1.0,27.81,1064.92
1205,16.82,2022-07-29 14:07:32-07:00,32.915504,-117.100169,1.0,27.69,1069.68
1206,16.72,2022-07-29 14:07:38-07:00,32.915509,-117.100162,1.0,27.81,1055.45
1207,16.69,2022-07-29 14:07:40-07:00,32.915512,-117.10016,1.0,27.69,1060.18
1208,16.41,2022-07-29 14:07:42-07:00,32.915513,-117.100157,1.0,27.81,1055.45
1209,16.42,2022-07-29 14:07:44-07:00,32.915514,-117.100154,1.0,27.81,1060.18
1210,17.04,2022-07-29 14:07:46-07:00,32.915514,-117.100151,1.0,27.81,1060.18
1211,16.38,2022-07-29 14:07:48-07:00,32.915515,-117.100148,1.0,27.81,1055.45
1212,16.1,2022-07-29 14:07:50-07:00,32.915517,-117.100144,1.0,27.81,1055.45
1213,17.04,2022-07-29 14:07:50-07:00,32.915517,-117.100144,1.0,27.81,1064.92
1214,16.91,2022-07-29 14:07:56-07:00,32.915548,-117.100151,1.0,27.69,1008.85
1215,16.99,2022-07-29 14:07:56-07:00,32.915548,-117.100151,1.0,27.81,1060.18
1216,16.97,2022-07-29 14:08:00-07:00,32.915568,-117.100155,1.0,27.81,1074.45
1217,17.03,2022-07-29 14:08:00-07:00,32.915568,-117.100155,1.0,27.81,1079.23
1218,17.18,2022-07-29 14:08:04-07:00,32.91559,-117.100157,1.0,27.81,1069.68
1219,17.48,2022-07-29 14:08:08-07:00,32.915609,-117.100164,1.0,27.69,1069.68
1220,17.2,2022-07-29 14:08:08-07:00,32.915609,-117.100164,1.0,27.81,1060.18
1221,17.23,2022-07-29 14:08:08-07:00,32.915609,-117.100164,1.0,27.81,1064.92
1222,17.23,2022-07-29 14:08:14-07:00,32.915644,-117.100169,1.0,27.69,1060.18
1223,17.15,2022-07-29 14:08:16-07:00,32.915655,-117.100172,1.0,27.81,1060.18
1224,17.1,2022-07-29 14:08:18-07:00,32.915666,-117.100172,1.0,27.81,1074.45
1225,17.34,2022-07-29 14:08:20-07:00,32.915676,-117.100174,1.0,27.81,1066.19
1226,17.34,2022-07-29 14:08:22-07:00,32.915687,-117.100176,1.0,27.81,1069.68
1227,17.35,2022-07-29 14:08:24-07:00,32.915697,-117.100179,1.0,27.81,1064.92
1228,17.32,2022-07-29 14:08:26-07:00,32.915707,-117.100181,1.0,27.81,1055.45
1229,17.35,2022-07-29 14:08:26-07:00,32.915707,-117.100181,1.0,27.75,1060.18
1230,17.21,2022-07-29 14:08:26-07:00,32.915707,-117.100181,1.0,27.75,1070.95
1231,17.66,2022-07-29 14:08:34-07:00,32.915743,-117.10019,1.0,27.81,1077.0
1232,17.77,2022-07-29 14:08:34-07:00,32.915743,-117.10019,1.0,27.81,1020.49
1233,17.76,2022-07-29 14:08:38-07:00,32.915757,-117.100197,1.0,27.81,1060.18
1234,17.33,2022-07-29 14:08:38-07:00,32.915757,-117.100197,1.0,27.88,1060.18
1235,17.67,2022-07-29 14:08:42-07:00,32.915749,-117.100218,1.0,27.75,1075.72
1236,17.18,2022-07-29 14:08:42-07:00,32.915749,-117.100218,1.0,27.75,1069.68
1237,17.6,2022-07-29 14:08:46-07:00,32.915724,-117.100215,1.0,27.75,1070.95
1238,17.17,2022-07-29 14:08:46-07:00,32.915724,-117.100215,1.0,27.69,1060.18
1239,17.66,2022-07-29 14:08:50-07:00,32.915701,-117.100207,1.0,27.69,1066.19
1240,17.24,2022-07-29 14:08:52-07:00,32.915689,-117.1002,1.0,27.69,1064.92
1241,17.32,2022-07-29 14:08:54-07:00,32.915686,-117.100186,1.0,27.81,1075.72
1242,17.48,2022-07-29 14:08:56-07:00,32.915685,-117.100171,1.0,27.69,1060.18
1243,17.6,2022-07-29 14:08:58-07:00,32.915679,-117.100161,1.0,27.69,1064.92
1244,17.54,2022-07-29 14:09:00-07:00,32.915666,-117.100158,1.0,27.81,1064.92
1245,17.5,2022-07-29 14:09:02-07:00,32.915655,-117.100157,1.0,27.81,1069.68
1246,17.48,2022-07-29 14:09:02-07:00,32.915655,-117.100157,1.0,27.81,1069.68
1247,17.55,2022-07-29 14:09:02-07:00,32.915655,-117.100157,1.0,27.81,1074.45
1248,17.86,2022-07-29 14:09:10-07:00,32.915616,-117.100172,1.0,27.81,1011.25
1249,17.47,2022-07-29 14:09:14-07:00,32.915596,-117.10017,1.0,27.81,1066.19
1250,17.38,2022-07-29 14:09:14-07:00,32.915596,-117.10017,1.0,27.81,1018.08
1251,17.42,2022-07-29 14:09:18-07:00,32.915576,-117.100167,1.0,27.75,1069.68
1252,17.37,2022-07-29 14:09:18-07:00,32.915576,-117.100167,1.0,27.81,1060.18
1253,17.42,2022-07-29 14:09:22-07:00,32.915554,-117.100166,1.0,27.69,1055.45
1254,17.47,2022-07-29 14:09:22-07:00,32.915554,-117.100166,1.0,27.81,1060.18
1255,17.42,2022-07-29 14:09:26-07:00,32.915532,-117.100173,1.0,27.81,1050.74
1256,18.0,2022-07-29 14:09:28-07:00,32.915525,-117.100172,1.0,27.69,1077.0
1257,17.58,2022-07-29 14:09:30-07:00,32.915517,-117.100173,1.0,27.81,1069.68
1258,17.49,2022-07-29 14:09:32-07:00,32.915509,-117.100165,1.0,27.81,1064.92
1259,17.52,2022-07-29 14:09:34-07:00,32.9155,-117.100161,1.0,27.69,1060.18
1260,17.45,2022-07-29 14:09:36-07:00,32.91549,-117.100159,1.0,27.75,1055.45
1261,17.42,2022-07-29 14:09:38-07:00,32.915479,-117.100161,1.0,27.81,1060.18
1262,17.64,2022-07-29 14:09:38-07:00,32.915479,-117.100161,1.0,27.88,1069.68
1263,17.54,2022-07-29 14:09:38-07:00,32.915479,-117.100161,1.0,27.81,1055.45
1264,17.82,2022-07-29 14:09:46-07:00,32.915442,-117.100167,1.0,27.81,1010.05
1265,17.5,2022-07-29 14:09:50-07:00,32.915432,-117.100149,1.0,27.69,1069.68
1266,17.63,2022-07-29 14:09:50-07:00,32.915432,-117.100149,1.0,27.81,1069.68
1267,17.62,2022-07-29 14:09:54-07:00,32.915435,-117.100121,1.0,27.69,1055.45
1268,17.66,2022-07-29 14:09:54-07:00,32.915435,-117.100121,1.0,27.81,1055.45
1269,17.67,2022-07-29 14:09:58-07:00,32.915422,-117.10011,1.0,27.81,1069.68
1270,17.71,2022-07-29 14:09:58-07:00,32.915422,-117.10011,1.0,27.81,1060.18
1271,17.59,2022-07-29 14:10:02-07:00,32.9154,-117.100111,1.0,27.81,1074.45
1272,17.57,2022-07-29 14:10:04-07:00,32.915388,-117.100114,1.0,27.81,1070.95
1273,17.3,2022-07-29 14:10:06-07:00,32.91538,-117.100115,1.0,27.69,1069.68
1274,17.46,2022-07-29 14:10:08-07:00,32.915369,-117.100117,1.0,27.81,1064.92
1275,17.61,2022-07-29 14:10:14-07:00,32.915343,-117.100114,1.0,27.81,1074.45
1276,17.69,2022-07-29 14:10:14-07:00,32.915343,-117.100114,1.0,27.81,1074.45
1277,17.76,2022-07-29 14:10:14-07:00,32.915343,-117.100114,1.0,27.88,1064.92
1278,17.6,2022-07-29 14:10:22-07:00,32.915342,-117.100139,1.0,27.81,1069.68
1279,17.55,2022-07-29 14:10:22-07:00,32.915342,-117.100139,1.0,27.81,1060.18
1280,17.64,2022-07-29 14:10:26-07:00,32.915336,-117.100152,1.0,27.81,1055.45
1281,18.02,2022-07-29 14:10:26-07:00,32.915336,-117.100152,1.0,27.81,1061.44
1282,17.41,2022-07-29 14:10:30-07:00,32.915316,-117.100146,1.0,27.81,1064.92
1283,17.43,2022-07-29 14:10:30-07:00,32.915316,-117.100146,1.0,27.81,1069.68
1284,17.53,2022-07-29 14:10:34-07:00,32.915298,-117.100135,1.0,27.81,1061.44
1285,17.92,2022-07-29 14:10:34-07:00,32.915298,-117.100135,1.0,27.81,1060.18
1286,17.86,2022-07-29 14:10:34-07:00,32.915298,-117.100135,1.0,27.81,1053.23
1287,17.4,2022-07-29 14:10:40-07:00,32.91527,-117.100119,1.0,27.81,1050.74
1288,17.68,2022-07-29 14:10:42-07:00,32.915261,-117.100118,1.0,27.81,1067.45
1289,17.65,2022-07-29 14:10:44-07:00,32.915256,-117.100115,1.0,27.81,1064.92
1290,17.96,2022-07-29 14:10:46-07:00,32.915249,-117.10011,1.0,27.69,1062.7
1291,17.61,2022-07-29 14:10:48-07:00,32.915241,-117.1001,1.0,27.63,1066.19
1292,17.52,2022-07-29 14:10:50-07:00,32.915238,-117.100086,1.0,27.81,1055.45
1293,17.5,2022-07-29 14:10:52-07:00,32.915236,-117.10007,1.0,27.75,1069.68
1294,17.61,2022-07-29 14:10:52-07:00,32.915236,-117.10007,1.0,27.81,1060.18
1295,17.98,2022-07-29 14:10:58-07:00,32.915216,-117.100052,1.0,27.69,1057.96
1296,17.7,2022-07-29 14:11:02-07:00,32.915195,-117.100054,1.0,27.81,1070.95
1297,17.61,2022-07-29 14:11:02-07:00,32.915195,-117.100054,1.0,27.81,1064.92
1298,17.53,2022-07-29 14:11:06-07:00,32.915177,-117.100045,1.0,27.81,1060.18
1299,18.01,2022-07-29 14:11:06-07:00,32.915177,-117.100045,1.0,27.81,1062.7
1300,17.63,2022-07-29 14:11:10-07:00,32.91516,-117.100034,1.0,27.69,1069.68
1301,18.14,2022-07-29 14:11:10-07:00,32.91516,-117.100034,1.0,27.75,1015.86
1302,17.78,2022-07-29 14:11:10-07:00,32.91516,-117.100034,1.0,27.75,1064.92
1303,17.54,2022-07-29 14:11:18-07:00,32.915123,-117.100004,1.0,27.81,1064.92
1304,17.57,2022-07-29 14:11:20-07:00,32.915114,-117.099999,1.0,27.75,1069.68
1305,17.73,2022-07-29 14:11:22-07:00,32.915104,-117.099995,1.0,27.75,1064.92
1306,17.7,2022-07-29 14:11:24-07:00,32.915094,-117.099993,1.0,27.81,1055.45
1307,17.6,2022-07-29 14:11:26-07:00,32.915085,-117.099992,1.0,27.81,1069.68
1308,17.83,2022-07-29 14:11:28-07:00,32.915077,-117.099991,1.0,27.81,1060.18
1309,17.66,2022-07-29 14:11:28-07:00,32.915077,-117.099991,1.0,27.81,1064.92
1310,17.64,2022-07-29 14:11:34-07:00,32.915047,-117.09999,1.0,27.81,1060.18
1311,17.65,2022-07-29 14:11:38-07:00,32.915032,-117.099992,1.0,27.81,1074.45
1312,17.6,2022-07-29 14:11:38-07:00,32.915032,-117.099992,1.0,27.81,1064.92
1313,17.67,2022-07-29 14:11:42-07:00,32.91502,-117.1,1.0,27.81,1055.45
1314,17.53,2022-07-29 14:11:42-07:00,32.91502,-117.1,1.0,27.81,1064.92
1315,17.52,2022-07-29 14:11:46-07:00,32.915026,-117.100021,1.0,27.81,1064.92
1316,17.57,2022-07-29 14:11:46-07:00,32.915026,-117.100021,1.0,27.88,1058.93
1317,17.53,2022-07-29 14:11:52-07:00,32.915013,-117.100041,1.0,27.81,1069.68
1318,17.58,2022-07-29 14:11:54-07:00,32.915004,-117.100038,1.0,27.81,1060.18
1319,17.43,2022-07-29 14:11:56-07:00,32.914996,-117.100037,1.0,27.69,1070.95
1320,17.48,2022-07-29 14:11:58-07:00,32.914987,-117.100029,1.0,27.81,1064.92
1321,17.77,2022-07-29 14:12:00-07:00,32.914981,-117.100017,1.0,27.69,1064.92
1322,17.57,2022-07-29 14:12:02-07:00,32.914977,-117.100004,1.0,27.81,1060.18
1323,17.55,2022-07-29 14:12:04-07:00,32.914971,-117.099997,1.0,27.81,1055.45
1324,17.63,2022-07-29 14:12:04-07:00,32.914971,-117.099997,1.0,27.81,1056.71
1325,17.42,2022-07-29 14:12:10-07:00,32.914946,-117.099984,1.0,27.81,1069.68
1326,18.02,2022-07-29 14:12:10-07:00,32.914946,-117.099984,1.0,27.81,1063.96
1327,18.01,2022-07-29 14:12:14-07:00,32.914926,-117.099979,1.0,27.75,1061.44
1328,17.9,2022-07-29 14:12:14-07:00,32.914926,-117.099979,1.0,27.81,1070.95
1329,17.57,2022-07-29 14:12:18-07:00,32.914912,-117.099965,1.0,27.81,1055.45
1330,18.2,2022-07-29 14:12:18-07:00,32.914912,-117.099965,1.0,27.81,1057.96
1331,18.25,2022-07-29 14:12:22-07:00,32.914894,-117.099957,1.0,27.69,1070.95
1332,17.94,2022-07-29 14:12:22-07:00,32.914894,-117.099957,1.0,27.81,1069.68
1333,17.87,2022-07-29 14:12:22-07:00,32.914894,-117.099957,1.0,27.75,1064.92
1334,17.84,2022-07-29 14:12:28-07:00,32.914884,-117.099957,1.0,27.75,1069.68
1335,17.75,2022-07-29 14:12:30-07:00,32.914885,-117.099955,1.0,27.81,1074.45
1336,17.66,2022-07-29 14:12:32-07:00,32.914886,-117.099952,1.0,27.69,1070.95
1337,17.63,2022-07-29 14:12:34-07:00,32.914888,-117.099946,1.0,27.81,1074.45
1338,17.62,2022-07-29 14:12:36-07:00,32.914887,-117.099939,1.0,27.75,1070.95
1339,17.57,2022-07-29 14:12:38-07:00,32.914889,-117.099932,1.0,27.81,1070.95
1340,17.53,2022-07-29 14:12:40-07:00,32.914889,-117.099924,1.0,27.81,1061.44
1341,17.51,2022-07-29 14:12:40-07:00,32.914889,-117.099924,1.0,27.81,1056.71
1342,17.45,2022-07-29 14:12:46-07:00,32.914887,-117.099908,1.0,27.81,1075.72
1343,17.81,2022-07-29 14:12:50-07:00,32.914891,-117.0999,1.0,27.69,1062.7
1344,17.3,2022-07-29 14:12:50-07:00,32.914891,-117.0999,1.0,27.75,1069.68
1345,17.29,2022-07-29 14:12:54-07:00,32.914898,-117.099892,1.0,27.69,1056.71
1346,17.72,2022-07-29 14:12:54-07:00,32.914898,-117.099892,1.0,27.69,1081.79
1347,17.54,2022-07-29 14:12:58-07:00,32.914902,-117.099884,1.0,27.69,1069.68
1348,17.2,2022-07-29 14:12:58-07:00,32.914902,-117.099884,1.0,27.81,1060.18
1349,17.17,2022-07-29 14:12:58-07:00,32.914902,-117.099884,1.0,27.81,1050.74
1350,17.17,2022-07-29 14:13:04-07:00,32.91491,-117.099873,1.0,27.81,1064.92
1351,17.14,2022-07-29 14:13:06-07:00,32.914912,-117.09987,1.0,27.81,1051.98
1352,17.16,2022-07-29 14:13:08-07:00,32.914913,-117.099866,1.0,27.81,1069.68
1353,17.6,2022-07-29 14:13:10-07:00,32.914916,-117.099862,1.0,27.69,1077.0
1354,17.18,2022-07-29 14:13:12-07:00,32.914918,-117.099858,1.0,27.81,1074.45
1355,16.97,2022-07-29 14:13:14-07:00,32.914921,-117.099854,1.0,27.75,1066.19
1356,17.06,2022-07-29 14:13:16-07:00,32.914923,-117.09985,1.0,27.81,1064.92
1357,17.11,2022-07-29 14:13:16-07:00,32.914923,-117.09985,1.0,27.81,1050.74
1358,17.11,2022-07-29 14:13:22-07:00,32.914931,-117.099839,1.0,27.81,1060.18
1359,17.13,2022-07-29 14:13:22-07:00,32.914931,-117.099839,1.0,27.81,1080.51
1360,17.16,2022-07-29 14:13:26-07:00,32.914937,-117.099831,1.0,27.81,1064.92
1361,17.08,2022-07-29 14:13:26-07:00,32.914937,-117.099831,1.0,27.81,1060.18
1362,17.08,2022-07-29 14:13:30-07:00,32.914943,-117.099824,1.0,27.81,1066.19
1363,17.03,2022-07-29 14:13:30-07:00,32.914943,-117.099824,1.0,27.75,1055.45
1364,17.03,2022-07-29 14:13:34-07:00,32.914946,-117.099816,1.0,27.75,1064.92
1365,17.49,2022-07-29 14:13:34-07:00,32.914946,-117.099816,1.0,27.75,1072.22
1366,17.67,2022-07-29 14:13:34-07:00,32.914946,-117.099816,1.0,27.75,1060.18
1367,17.48,2022-07-29 14:13:40-07:00,32.91495,-117.099806,1.0,27.81,1011.25
1368,17.01,2022-07-29 14:13:42-07:00,32.914952,-117.099803,1.0,27.69,1069.68
1369,17.01,2022-07-29 14:13:44-07:00,32.914952,-117.0998,1.0,27.69,1069.68
1370,16.93,2022-07-29 14:13:46-07:00,32.914951,-117.099799,1.0,27.81,1074.45
1371,16.9,2022-07-29 14:13:48-07:00,32.914951,-117.099796,1.0,27.81,999.68
1372,16.87,2022-07-29 14:13:50-07:00,32.914951,-117.099792,1.0,27.69,1079.23
1373,16.83,2022-07-29 14:13:52-07:00,32.914952,-117.099788,1.0,27.81,1074.45
1374,17.01,2022-07-29 14:13:52-07:00,32.914952,-117.099788,1.0,27.81,1064.92
1375,16.79,2022-07-29 14:13:52-07:00,32.914952,-117.099788,1.0,27.81,1064.92
1376,16.77,2022-07-29 14:14:00-07:00,32.914959,-117.099777,1.0,27.81,1074.45
1377,16.79,2022-07-29 14:14:00-07:00,32.914959,-117.099777,1.0,27.81,1060.18
1378,16.88,2022-07-29 14:14:04-07:00,32.914962,-117.099768,1.0,27.69,1074.45
1379,16.86,2022-07-29 14:14:04-07:00,32.914962,-117.099768,1.0,27.88,1055.45
1380,16.91,2022-07-29 14:14:08-07:00,32.914967,-117.099761,1.0,27.81,1064.92
1381,16.92,2022-07-29 14:14:08-07:00,32.914967,-117.099761,1.0,27.81,1060.18
1382,17.03,2022-07-29 14:14:12-07:00,32.914968,-117.099751,1.0,27.69,1064.92
1383,17.02,2022-07-29 14:14:12-07:00,32.914968,-117.099751,1.0,27.81,1069.68
1384,17.23,2022-07-29 14:14:16-07:00,32.914973,-117.09974,1.0,27.81,1064.92
1385,16.9,2022-07-29 14:14:18-07:00,32.914975,-117.099737,1.0,27.81,1069.68
1386,16.95,2022-07-29 14:14:20-07:00,32.914977,-117.099733,1.0,27.81,1069.68
1387,16.99,2022-07-29 14:14:22-07:00,32.914977,-117.09973,1.0,27.81,1064.92
1388,16.99,2022-07-29 14:14:24-07:00,32.914977,-117.099728,1.0,27.69,1064.92
1389,17.06,2022-07-29 14:14:26-07:00,32.914978,-117.099726,1.0,27.81,1060.18
1390,17.02,2022-07-29 14:14:28-07:00,32.91498,-117.099721,1.0,27.81,1064.92
1391,17.32,2022-07-29 14:14:28-07:00,32.91498,-117.099721,1.0,27.69,1075.72
1392,16.85,2022-07-29 14:14:28-07:00,32.91498,-117.099721,1.0,27.81,1066.19
1393,16.84,2022-07-29 14:14:36-07:00,32.914983,-117.099705,1.0,27.81,1069.68
1394,16.83,2022-07-29 14:14:36-07:00,32.914983,-117.099705,1.0,27.81,1069.68
1395,16.89,2022-07-29 14:14:40-07:00,32.914989,-117.099704,1.0,27.81,1060.18
1396,16.86,2022-07-29 14:14:40-07:00,32.914989,-117.099704,1.0,27.81,1066.19
1397,16.98,2022-07-29 14:14:44-07:00,32.914987,-117.099694,1.0,27.63,1064.92
1398,16.83,2022-07-29 14:14:44-07:00,32.914987,-117.099694,1.0,27.81,1064.92
1399,16.77,2022-07-29 14:14:52-07:00,32.914986,-117.099676,1.0,27.75,1064.92
1400,16.83,2022-07-29 14:14:54-07:00,32.914988,-117.099673,1.0,27.81,1074.45
1401,16.85,2022-07-29 14:14:56-07:00,32.91499,-117.099669,1.0,27.63,1064.92
1402,16.78,2022-07-29 14:14:58-07:00,32.914992,-117.099666,1.0,27.81,1060.18
1403,16.77,2022-07-29 14:15:00-07:00,32.914994,-117.099663,1.0,27.81,1060.18
1404,16.86,2022-07-29 14:15:02-07:00,32.914997,-117.09966,1.0,27.69,1060.18
1405,16.76,2022-07-29 14:15:04-07:00,32.915,-117.099656,1.0,27.69,1080.51
1406,16.91,2022-07-29 14:15:04-07:00,32.915,-117.099656,1.0,27.81,1064.92
1407,16.73,2022-07-29 14:15:04-07:00,32.915,-117.099656,1.0,27.81,1064.92
1408,16.88,2022-07-29 14:15:12-07:00,32.915008,-117.099648,1.0,27.81,1074.45
1409,16.72,2022-07-29 14:15:16-07:00,32.915009,-117.099642,1.0,27.75,1060.18
1410,16.75,2022-07-29 14:15:16-07:00,32.915009,-117.099642,1.0,27.81,1055.45
1411,16.72,2022-07-29 14:15:20-07:00,32.915011,-117.099636,1.0,27.69,1069.68
1412,16.73,2022-07-29 14:15:20-07:00,32.915011,-117.099636,1.0,27.81,1069.68
1413,16.69,2022-07-29 14:15:24-07:00,32.915017,-117.09963,1.0,27.69,1050.74
1414,16.64,2022-07-29 14:15:24-07:00,32.915017,-117.09963,1.0,27.69,1064.92
1415,17.13,2022-07-29 14:15:28-07:00,32.915022,-117.099624,1.0,27.81,1057.96
1416,16.69,2022-07-29 14:15:30-07:00,32.915024,-117.099623,1.0,27.69,1064.92
1417,16.66,2022-07-29 14:15:32-07:00,32.915024,-117.099621,1.0,27.81,1079.23
1418,16.6,2022-07-29 14:15:34-07:00,32.915023,-117.09962,1.0,27.81,1069.68
1419,16.47,2022-07-29 14:15:36-07:00,32.915023,-117.099619,1.0,27.81,1060.18
1420,16.4,2022-07-29 14:15:38-07:00,32.915024,-117.099618,1.0,27.81,1074.45
1421,16.82,2022-07-29 14:15:40-07:00,32.915026,-117.099617,1.0,27.69,1064.92
1422,16.49,2022-07-29 14:15:42-07:00,32.915027,-117.099611,1.0,27.81,1074.45
1423,16.49,2022-07-29 14:15:42-07:00,32.915027,-117.099611,1.0,27.69,1064.92
1424,16.67,2022-07-29 14:15:48-07:00,32.915042,-117.099591,1.0,27.88,1064.92
1425,17.17,2022-07-29 14:15:52-07:00,32.915051,-117.099578,1.0,27.69,1067.45
1426,16.61,2022-07-29 14:15:52-07:00,32.915051,-117.099578,1.0,27.81,1079.23
1427,16.61,2022-07-29 14:15:56-07:00,32.91505,-117.099573,1.0,27.69,1058.93
1428,16.71,2022-07-29 14:15:56-07:00,32.91505,-117.099573,1.0,27.81,1066.19
1429,17.07,2022-07-29 14:16:00-07:00,32.915054,-117.099566,1.0,27.81,1069.68
1430,16.58,2022-07-29 14:16:00-07:00,32.915054,-117.099566,1.0,27.81,1069.68
1431,16.99,2022-07-29 14:16:00-07:00,32.915054,-117.099566,1.0,27.81,1080.51
1432,16.52,2022-07-29 14:16:06-07:00,32.915061,-117.09956,1.0,27.81,1069.68
1433,16.51,2022-07-29 14:16:08-07:00,32.915063,-117.099559,1.0,27.81,1064.92
1434,17.03,2022-07-29 14:16:10-07:00,32.915062,-117.099557,1.0,27.81,1060.18
1435,16.78,2022-07-29 14:16:14-07:00,32.915054,-117.099551,1.0,27.81,1060.18
1436,16.82,2022-07-29 14:16:18-07:00,32.915053,-117.09954,1.0,27.81,1069.68
1437,16.65,2022-07-29 14:16:18-07:00,32.915053,-117.09954,1.0,27.81,1069.68
1438,16.62,2022-07-29 14:16:24-07:00,32.915061,-117.099536,1.0,27.81,1069.68
1439,16.65,2022-07-29 14:16:28-07:00,32.915066,-117.099534,1.0,27.81,1055.45
1440,16.61,2022-07-29 14:16:32-07:00,32.91507,-117.099529,1.0,27.81,1060.18
1441,16.68,2022-07-29 14:16:32-07:00,32.91507,-117.099529,1.0,27.81,1060.18
1442,16.8,2022-07-29 14:16:36-07:00,32.915071,-117.099521,1.0,27.81,1079.23
1443,16.63,2022-07-29 14:16:36-07:00,32.915071,-117.099521,1.0,27.88,1064.92
1444,16.59,2022-07-29 14:16:36-07:00,32.915071,-117.099521,1.0,27.81,1068.42
1445,16.59,2022-07-29 14:16:42-07:00,32.915073,-117.099515,1.0,27.88,1058.93
1446,16.94,2022-07-29 14:16:44-07:00,32.915075,-117.099513,1.0,27.81,1079.23
1447,17.03,2022-07-29 14:16:46-07:00,32.915076,-117.09951,1.0,27.75,1064.92
1448,16.59,2022-07-29 14:16:48-07:00,32.915078,-117.099507,1.0,27.81,1074.45
1449,16.61,2022-07-29 14:16:50-07:00,32.915079,-117.099504,1.0,27.81,1069.68
1450,16.58,2022-07-29 14:16:52-07:00,32.91508,-117.099501,1.0,27.88,1074.45
1451,16.61,2022-07-29 14:16:54-07:00,32.915081,-117.099497,1.0,27.81,1064.92
1452,16.74,2022-07-29 14:17:00-07:00,32.915081,-117.099481,1.0,27.81,1060.18
1453,16.5,2022-07-29 14:17:04-07:00,32.915082,-117.099474,1.0,27.81,1064.92
